Driver,Year,RaceName,q_delta,fp3_delta,fp2_delta,fp1_delta,weighted_pace_delta,sessions_available,quali_position,pace_consistency,Constructor,constructor_avg_delta,FinishPosition,Relevance
ANT,2025,Saudi Arabian Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,6,15
LAW,2025,Saudi Arabian Grand Prix,,,,,0.0,4,12,0.0,Racing Bulls,0.0,12,9
PIA,2025,Saudi Arabian Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,1,20
RUS,2025,Saudi Arabian Grand Prix,,,,,0.0,4,3,0.0,Mercedes,0.0,5,16
HAD,2025,Saudi Arabian Grand Prix,,,,,0.0,4,14,0.0,Racing Bulls,0.0,10,11
LEC,2025,Saudi Arabian Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,3,18
BEA,2025,Saudi Arabian Grand Prix,,,,,0.0,4,15,0.0,Haas F1 Team,0.0,13,8
TSU,2025,Saudi Arabian Grand Prix,,,,,0.0,4,7,0.0,Red Bull Racing,0.0,19,2
GAS,2025,Saudi Arabian Grand Prix,,,,,0.0,4,9,0.0,Alpine,0.0,20,1
VER,2025,Saudi Arabian Grand Prix,,,,,0.0,4,1,0.0,Red Bull Racing,0.0,2,19
SAI,2025,Saudi Arabian Grand Prix,,,,,0.0,4,8,0.0,Williams,0.0,8,13
BOR,2025,Saudi Arabian Grand Prix,,,0.953,,0.2859,4,20,0.0,Kick Sauber,0.143,18,3
DOO,2025,Saudi Arabian Grand Prix,,,,,0.0,4,17,0.0,Alpine,0.0,17,4
STR,2025,Saudi Arabian Grand Prix,,,,,0.0,4,16,0.0,Aston Martin,0.0,16,5
HUL,2025,Saudi Arabian Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.143,15,6
ALB,2025,Saudi Arabian Grand Prix,,,,,0.0,4,11,0.0,Williams,0.0,9,12
NOR,2025,Saudi Arabian Grand Prix,,,,,0.0,4,4,0.0,McLaren,0.0,4,17
HAM,2025,Miami Grand Prix,,,,,0.0,2,12,0.0,Ferrari,0.0,8,13
OCO,2025,Miami Grand Prix,,,,,0.0,2,9,0.0,Haas F1 Team,0.0,12,9
ALO,2025,Miami Grand Prix,,,,,0.0,2,17,0.0,Aston Martin,0.0,15,6
ANT,2025,Miami Grand Prix,,,,,0.0,2,4,0.0,Mercedes,0.0,6,15
LAW,2025,Miami Grand Prix,,,,,0.0,2,15,0.0,Racing Bulls,0.0,17,4
PIA,2025,Miami Grand Prix,,,,,0.0,2,3,0.0,McLaren,0.0,1,20
RUS,2025,Miami Grand Prix,,,,,0.0,2,5,0.0,Mercedes,0.0,3,18
HAD,2025,Miami Grand Prix,,,,,0.0,2,11,0.0,Racing Bulls,0.0,11,10
LEC,2025,Miami Grand Prix,,,,,0.0,2,8,0.0,Ferrari,0.0,7,14
BEA,2025,Miami Grand Prix,,,,,0.0,2,20,0.0,Haas F1 Team,0.0,19,2
TSU,2025,Miami Grand Prix,,,,,0.0,2,10,0.0,Red Bull Racing,0.0,10,11
GAS,2025,Miami Grand Prix,,,,,0.0,2,18,0.0,Alpine,0.0,13,8
VER,2025,Miami Grand Prix,,,,,0.0,2,1,0.0,Red Bull Racing,0.0,4,17
SAI,2025,Miami Grand Prix,,,,,0.0,2,6,0.0,Williams,0.0,9,12
BOR,2025,Miami Grand Prix,,,,,0.0,2,13,0.0,Kick Sauber,0.0,18,3
DOO,2025,Miami Grand Prix,,,,,0.0,2,14,0.0,Alpine,0.0,20,1
STR,2025,Miami Grand Prix,,,,,0.0,2,19,0.0,Aston Martin,0.0,16,5
HUL,2025,Miami Grand Prix,,,,,0.0,2,16,0.0,Kick Sauber,0.0,14,7
ALB,2025,Miami Grand Prix,,,,,0.0,2,7,0.0,Williams,0.0,5,16
NOR,2025,Miami Grand Prix,,,,,0.0,2,2,0.0,McLaren,0.0,2,19
HAM,2025,Emilia Romagna Grand Prix,,,,,0.0,4,12,0.0,Ferrari,0.0,4,17
OCO,2025,Emilia Romagna Grand Prix,,,,,0.0,4,19,0.0,Haas F1 Team,0.0,20,1
ALO,2025,Emilia Romagna Grand Prix,,,,,0.0,4,6,0.0,Aston Martin,0.0,11,10
ANT,2025,Emilia Romagna Grand Prix,,,,,0.0,4,13,0.0,Mercedes,0.0,19,2
LAW,2025,Emilia Romagna Grand Prix,,,,,0.0,4,17,0.0,Racing Bulls,0.0,14,7
PIA,2025,Emilia Romagna Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,3,18
RUS,2025,Emilia Romagna Grand Prix,,,,,0.0,4,3,0.0,Mercedes,0.0,7,14
HAD,2025,Emilia Romagna Grand Prix,,,,,0.0,4,10,0.0,Racing Bulls,0.0,9,12
LEC,2025,Emilia Romagna Grand Prix,,,,,0.0,4,11,0.0,Ferrari,0.0,6,15
BEA,2025,Emilia Romagna Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,17,4
COL,2025,Emilia Romagna Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,16,5
TSU,2025,Emilia Romagna Grand Prix,0.84,,,,0.0,4,20,0.0,Red Bull Racing,0.0,10,11
GAS,2025,Emilia Romagna Grand Prix,,,,,0.0,4,9,0.0,Alpine,0.0,13,8
VER,2025,Emilia Romagna Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.0,1,20
SAI,2025,Emilia Romagna Grand Prix,,,,,0.0,4,5,0.0,Williams,0.0,8,13
BOR,2025,Emilia Romagna Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,18,3
STR,2025,Emilia Romagna Grand Prix,,,,,0.0,4,8,0.0,Aston Martin,0.0,15,6
HUL,2025,Emilia Romagna Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.0,12,9
ALB,2025,Emilia Romagna Grand Prix,,,,,0.0,4,7,0.0,Williams,0.0,5,16
NOR,2025,Emilia Romagna Grand Prix,,,,,0.0,4,4,0.0,McLaren,0.0,2,19
HAM,2025,Monaco Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0,5,16
OCO,2025,Monaco Grand Prix,,,,,0.0,4,9,0.0,Haas F1 Team,0.0,7,14
ALO,2025,Monaco Grand Prix,,,,,0.0,4,8,0.0,Aston Martin,0.0,19,2
ANT,2025,Monaco Grand Prix,,,,,0.0,4,15,0.0,Mercedes,0.0,18,3
LAW,2025,Monaco Grand Prix,,,,,0.0,4,10,0.0,Racing Bulls,0.0,8,13
PIA,2025,Monaco Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,3,18
RUS,2025,Monaco Grand Prix,,,,,0.0,4,13,0.0,Mercedes,0.0,11,10
HAD,2025,Monaco Grand Prix,,,,,0.0,4,7,0.0,Racing Bulls,0.0,6,15
LEC,2025,Monaco Grand Prix,,,,,0.0,4,2,0.0,Ferrari,0.0,2,19
BEA,2025,Monaco Grand Prix,,,,,0.0,4,17,0.0,Haas F1 Team,0.0,12,9
COL,2025,Monaco Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.0,13,8
TSU,2025,Monaco Grand Prix,,,,,0.0,4,12,0.0,Red Bull Racing,0.0,17,4
GAS,2025,Monaco Grand Prix,,,,,0.0,4,18,0.0,Alpine,0.0,20,1
VER,2025,Monaco Grand Prix,,,,,0.0,4,5,0.0,Red Bull Racing,0.0,4,17
SAI,2025,Monaco Grand Prix,,,,,0.0,4,11,0.0,Williams,0.0,10,11
BOR,2025,Monaco Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,14,7
STR,2025,Monaco Grand Prix,,,,,0.0,4,19,0.0,Aston Martin,0.0,15,6
HUL,2025,Monaco Grand Prix,,,,,0.0,4,14,0.0,Kick Sauber,0.0,16,5
ALB,2025,Monaco Grand Prix,,,,,0.0,4,6,0.0,Williams,0.0,9,12
NOR,2025,Monaco Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
HAM,2025,Spanish Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,6,14
OCO,2025,Spanish Grand Prix,,,,1.0305,0.2061,4,17,0.0,Haas F1 Team,0.103,16,4
ALO,2025,Spanish Grand Prix,,,,,0.0,4,10,0.0,Aston Martin,0.0,9,11
ANT,2025,Spanish Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,18,2
LAW,2025,Spanish Grand Prix,,,,,0.0,4,13,0.0,Racing Bulls,0.0,11,9
PIA,2025,Spanish Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,19
RUS,2025,Spanish Grand Prix,,,,,0.0,4,3,0.0,Mercedes,0.0,4,16
HAD,2025,Spanish Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.0,7,13
LEC,2025,Spanish Grand Prix,,,,,0.0,4,7,0.0,Ferrari,0.0,3,17
BEA,2025,Spanish Grand Prix,,,,,0.0,4,15,0.0,Haas F1 Team,0.103,17,3
COL,2025,Spanish Grand Prix,,,,,0.0,4,19,0.0,Alpine,0.0,15,5
TSU,2025,Spanish Grand Prix,,,,,0.0,4,20,0.0,Red Bull Racing,0.0,13,7
GAS,2025,Spanish Grand Prix,,,,,0.0,4,8,0.0,Alpine,0.0,8,12
VER,2025,Spanish Grand Prix,,,,,0.0,4,4,0.0,Red Bull Racing,0.0,10,10
SAI,2025,Spanish Grand Prix,,,,,0.0,4,18,0.0,Williams,0.103,14,6
BOR,2025,Spanish Grand Prix,,,,,0.0,4,12,0.0,Kick Sauber,0.0,12,8
HUL,2025,Spanish Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,5,15
ALB,2025,Spanish Grand Prix,,,,1.0305,0.2061,4,11,0.0,Williams,0.103,19,1
NOR,2025,Spanish Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,2,18
HAM,2025,Canadian Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0942,6,15
OCO,2025,Canadian Grand Prix,,,,,0.0,4,15,0.0,Haas F1 Team,0.0,9,12
ALO,2025,Canadian Grand Prix,,,,,0.0,4,6,0.0,Aston Martin,0.0,7,14
ANT,2025,Canadian Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,3,18
LAW,2025,Canadian Grand Prix,,,,,0.0,4,19,0.0,Racing Bulls,0.0,19,2
PIA,2025,Canadian Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,4,17
RUS,2025,Canadian Grand Prix,,,,,0.0,4,1,0.0,Mercedes,0.0,1,20
HAD,2025,Canadian Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.0,16,5
LEC,2025,Canadian Grand Prix,,,0.628,,0.1884,4,8,0.0,Ferrari,0.0942,5,16
BEA,2025,Canadian Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,11,10
COL,2025,Canadian Grand Prix,,,,,0.0,4,12,0.0,Alpine,0.0,13,8
TSU,2025,Canadian Grand Prix,,,,,0.0,4,11,0.0,Red Bull Racing,0.0,12,9
GAS,2025,Canadian Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.0,15,6
VER,2025,Canadian Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.0,2,19
SAI,2025,Canadian Grand Prix,,,,,0.0,4,17,0.0,Williams,0.0,10,11
BOR,2025,Canadian Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,14,7
STR,2025,Canadian Grand Prix,,,,,0.0,4,18,0.0,Aston Martin,0.0,17,4
HUL,2025,Canadian Grand Prix,,,,,0.0,4,13,0.0,Kick Sauber,0.0,8,13
ALB,2025,Canadian Grand Prix,,,,,0.0,4,10,0.0,Williams,0.0,20,1
NOR,2025,Canadian Grand Prix,,,,,0.0,4,7,0.0,McLaren,0.0,18,3
HAM,2025,Austrian Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0578,4,17
OCO,2025,Austrian Grand Prix,,,,,0.0,4,17,0.0,Haas F1 Team,0.0,10,11
ALO,2025,Austrian Grand Prix,,,,,0.0,4,12,0.0,Aston Martin,0.0,7,14
ANT,2025,Austrian Grand Prix,,,,,0.0,4,10,0.0,Mercedes,0.0,19,2
LAW,2025,Austrian Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.0,6,15
PIA,2025,Austrian Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0578,2,19
RUS,2025,Austrian Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.0,5,16
HAD,2025,Austrian Grand Prix,,,,,0.0,4,11,0.0,Racing Bulls,0.0,12,9
LEC,2025,Austrian Grand Prix,,,,0.578,0.1156,4,2,0.0,Ferrari,0.0578,3,18
BEA,2025,Austrian Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,11,10
COL,2025,Austrian Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,15,6
TSU,2025,Austrian Grand Prix,,,,,0.0,4,18,0.0,Red Bull Racing,0.0,16,5
GAS,2025,Austrian Grand Prix,,,,,0.0,4,8,0.0,Alpine,0.0,13,8
VER,2025,Austrian Grand Prix,,,,,0.0,4,6,0.0,Red Bull Racing,0.0,18,3
SAI,2025,Austrian Grand Prix,,,,,0.0,4,19,0.0,Williams,0.0,20,1
BOR,2025,Austrian Grand Prix,,,,,0.0,4,7,0.0,Kick Sauber,0.0,8,13
STR,2025,Austrian Grand Prix,,,,,0.0,4,16,0.0,Aston Martin,0.0,14,7
HUL,2025,Austrian Grand Prix,,,,,0.0,4,20,0.0,Kick Sauber,0.0,9,12
ALB,2025,Austrian Grand Prix,,,,,0.0,4,13,0.0,Williams,0.0,17,4
NOR,2025,Austrian Grand Prix,,,,0.578,0.1156,4,1,0.0,McLaren,0.0578,1,20
HAM,2025,British Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,4,17
OCO,2025,British Grand Prix,,,,,0.0,4,15,0.0,Haas F1 Team,0.0,13,8
ALO,2025,British Grand Prix,,,,,0.0,4,9,0.0,Aston Martin,0.0,9,12
ANT,2025,British Grand Prix,,,,,0.0,4,7,0.0,Mercedes,0.0,16,5
LAW,2025,British Grand Prix,,,,,0.0,4,16,0.0,Racing Bulls,0.0,19,2
PIA,2025,British Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,2,19
RUS,2025,British Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,10,11
HAD,2025,British Grand Prix,,,,,0.0,4,13,0.0,Racing Bulls,0.0,17,4
LEC,2025,British Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.0,14,7
BEA,2025,British Grand Prix,,,,,0.0,4,8,0.0,Haas F1 Team,0.0,11,10
COL,2025,British Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.0,20,1
TSU,2025,British Grand Prix,,,,0.663,0.1326,4,12,0.0,Red Bull Racing,0.0663,15,6
GAS,2025,British Grand Prix,,,,,0.0,4,10,0.0,Alpine,0.0,6,15
VER,2025,British Grand Prix,,,,,0.0,4,1,0.0,Red Bull Racing,0.0663,5,16
SAI,2025,British Grand Prix,,,,,0.0,4,11,0.0,Williams,0.0,12,9
BOR,2025,British Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0663,18,3
STR,2025,British Grand Prix,,,,,0.0,4,18,0.0,Aston Martin,0.0,7,14
HUL,2025,British Grand Prix,,,,0.663,0.1326,4,19,0.0,Kick Sauber,0.0663,3,18
ALB,2025,British Grand Prix,,,,,0.0,4,14,0.0,Williams,0.0,8,13
NOR,2025,British Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,1,20
HAM,2025,Belgian Grand Prix,,,,,0.0,2,14,0.0,Ferrari,0.0,7,14
OCO,2025,Belgian Grand Prix,,,,,0.0,2,11,0.0,Haas F1 Team,0.0,15,6
ALO,2025,Belgian Grand Prix,,,,,0.0,2,19,0.0,Aston Martin,0.0,17,4
ANT,2025,Belgian Grand Prix,,,,,0.0,2,18,0.0,Mercedes,0.0,16,5
LAW,2025,Belgian Grand Prix,,,,,0.0,2,9,0.0,Racing Bulls,0.0,8,13
PIA,2025,Belgian Grand Prix,,,,,0.0,2,2,0.0,McLaren,0.0,1,20
RUS,2025,Belgian Grand Prix,,,,,0.0,2,7,0.0,Mercedes,0.0,5,16
HAD,2025,Belgian Grand Prix,,,,,0.0,2,8,0.0,Racing Bulls,0.0,20,1
LEC,2025,Belgian Grand Prix,,,,,0.0,2,3,0.0,Ferrari,0.0,3,18
BEA,2025,Belgian Grand Prix,,,,,0.0,2,12,0.0,Haas F1 Team,0.0,11,10
COL,2025,Belgian Grand Prix,,,,,0.0,2,17,0.0,Alpine,0.0,19,2
TSU,2025,Belgian Grand Prix,,,,,0.0,2,6,0.0,Red Bull Racing,0.0,13,8
GAS,2025,Belgian Grand Prix,,,,,0.0,2,13,0.0,Alpine,0.0,10,11
VER,2025,Belgian Grand Prix,,,,,0.0,2,4,0.0,Red Bull Racing,0.0,4,17
SAI,2025,Belgian Grand Prix,,,,,0.0,2,15,0.0,Williams,0.0,18,3
BOR,2025,Belgian Grand Prix,,,,,0.0,2,10,0.0,Kick Sauber,0.0,9,12
STR,2025,Belgian Grand Prix,,,,,0.0,2,20,0.0,Aston Martin,0.0,14,7
HUL,2025,Belgian Grand Prix,,,,,0.0,2,16,0.0,Kick Sauber,0.0,12,9
ALB,2025,Belgian Grand Prix,,,,,0.0,2,5,0.0,Williams,0.0,6,15
NOR,2025,Belgian Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,2,19
HAM,2025,Hungarian Grand Prix,,,,,0.0,4,14,0.0,Ferrari,0.0,12,9
OCO,2025,Hungarian Grand Prix,,,,,0.0,4,18,0.0,Haas F1 Team,0.0,16,5
ALO,2025,Hungarian Grand Prix,,,,0.919,0.1838,4,5,0.0,Aston Martin,0.0919,5,16
ANT,2025,Hungarian Grand Prix,,,,,0.0,4,12,0.0,Mercedes,0.0,10,11
LAW,2025,Hungarian Grand Prix,,,,,0.0,4,10,0.0,Racing Bulls,0.0,8,13
PIA,2025,Hungarian Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,2,19
RUS,2025,Hungarian Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,3,18
HAD,2025,Hungarian Grand Prix,,,,,0.0,4,7,0.0,Racing Bulls,0.0,11,10
LEC,2025,Hungarian Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.0,4,17
BEA,2025,Hungarian Grand Prix,,,,,0.0,4,13,0.0,Haas F1 Team,0.0,20,1
COL,2025,Hungarian Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,18,3
TSU,2025,Hungarian Grand Prix,,,,,0.0,4,16,0.0,Red Bull Racing,0.0,17,4
GAS,2025,Hungarian Grand Prix,,,,,0.0,4,17,0.0,Alpine,0.0,19,2
VER,2025,Hungarian Grand Prix,,,,,0.0,4,8,0.0,Red Bull Racing,0.0,9,12
SAI,2025,Hungarian Grand Prix,,,,,0.0,4,11,0.0,Williams,0.0,14,7
BOR,2025,Hungarian Grand Prix,,,,,0.0,4,9,0.0,Kick Sauber,0.0919,6,15
STR,2025,Hungarian Grand Prix,,,,,0.0,4,3,0.0,Aston Martin,0.0919,7,14
HUL,2025,Hungarian Grand Prix,,,,0.919,0.1838,4,19,0.0,Kick Sauber,0.0919,13,8
ALB,2025,Hungarian Grand Prix,,,,,0.0,4,20,0.0,Williams,0.0,15,6
NOR,2025,Hungarian Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
HAM,2025,Dutch Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.0,20,1
OCO,2025,Dutch Grand Prix,,,,,0.0,4,18,0.0,Haas F1 Team,0.0,10,11
ALO,2025,Dutch Grand Prix,,,,,0.0,4,8,0.0,Aston Martin,0.0,8,13
ANT,2025,Dutch Grand Prix,,,,,0.0,4,11,0.0,Mercedes,0.0,16,5
LAW,2025,Dutch Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.1785,12,9
PIA,2025,Dutch Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
RUS,2025,Dutch Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.0,4,17
HAD,2025,Dutch Grand Prix,,,1.19,,0.357,4,4,0.0,Racing Bulls,0.1785,3,18
LEC,2025,Dutch Grand Prix,,,,,0.0,4,7,0.0,Ferrari,0.0,19,2
BEA,2025,Dutch Grand Prix,,,,,0.0,4,19,0.0,Haas F1 Team,0.0,6,15
COL,2025,Dutch Grand Prix,,,,,0.0,4,16,0.0,Alpine,0.0,11,10
TSU,2025,Dutch Grand Prix,,,,,0.0,4,13,0.0,Red Bull Racing,0.0,9,12
GAS,2025,Dutch Grand Prix,,,,,0.0,4,14,0.0,Alpine,0.0,17,4
VER,2025,Dutch Grand Prix,,,,,0.0,4,3,0.0,Red Bull Racing,0.0,2,19
SAI,2025,Dutch Grand Prix,,,,,0.0,4,10,0.0,Williams,0.0,13,8
BOR,2025,Dutch Grand Prix,,,,,0.0,4,12,0.0,Kick Sauber,0.0,15,6
STR,2025,Dutch Grand Prix,,,,,0.0,4,20,0.0,Aston Martin,0.0,7,14
HUL,2025,Dutch Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0,14,7
ALB,2025,Dutch Grand Prix,,,,,0.0,4,15,0.0,Williams,0.0,5,16
NOR,2025,Dutch Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,18,3
HAM,2025,Italian Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,6,15
OCO,2025,Italian Grand Prix,,,,1.048,0.2096,4,15,0.0,Haas F1 Team,0.1048,15,6
ALO,2025,Italian Grand Prix,,,,,0.0,4,9,0.0,Aston Martin,0.0,19,2
ANT,2025,Italian Grand Prix,,,,,0.0,4,7,0.0,Mercedes,0.0,9,12
LAW,2025,Italian Grand Prix,,,,,0.0,4,20,0.0,Racing Bulls,0.0,14,7
PIA,2025,Italian Grand Prix,,,,1.048,0.2096,4,3,0.0,McLaren,0.1048,3,18
RUS,2025,Italian Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,5,16
HAD,2025,Italian Grand Prix,,,,,0.0,4,16,0.0,Racing Bulls,0.0,10,11
LEC,2025,Italian Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0,4,17
BEA,2025,Italian Grand Prix,,,,,0.0,4,11,0.0,Haas F1 Team,0.1048,12,9
COL,2025,Italian Grand Prix,,,,1.048,0.2096,4,18,0.0,Alpine,0.1048,17,4
TSU,2025,Italian Grand Prix,,,,,0.0,4,10,0.0,Red Bull Racing,0.1048,13,8
GAS,2025,Italian Grand Prix,,,,,0.0,4,19,0.0,Alpine,0.1048,16,5
VER,2025,Italian Grand Prix,,,,1.048,0.2096,4,1,0.0,Red Bull Racing,0.1048,1,20
SAI,2025,Italian Grand Prix,,,,,0.0,4,13,0.0,Williams,0.1048,11,10
BOR,2025,Italian Grand Prix,,,,1.048,0.2096,4,8,0.0,Kick Sauber,0.2096,8,13
STR,2025,Italian Grand Prix,,,,,0.0,4,17,0.0,Aston Martin,0.0,18,3
HUL,2025,Italian Grand Prix,,,,1.048,0.2096,4,12,0.0,Kick Sauber,0.2096,20,1
ALB,2025,Italian Grand Prix,,,,1.048,0.2096,4,14,0.0,Williams,0.1048,7,14
NOR,2025,Italian Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.1048,2,19
HAM,2025,Azerbaijan Grand Prix,,,,,0.0,4,11,0.0,Ferrari,0.0,8,13
OCO,2025,Azerbaijan Grand Prix,,,,,0.0,4,18,0.0,Haas F1 Team,0.0,14,7
ALO,2025,Azerbaijan Grand Prix,,,,,0.0,4,12,0.0,Aston Martin,0.0,15,6
ANT,2025,Azerbaijan Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,4,17
LAW,2025,Azerbaijan Grand Prix,,,,,0.0,4,7,0.0,Racing Bulls,0.0,5,16
PIA,2025,Azerbaijan Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,20,1
RUS,2025,Azerbaijan Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,2,19
HAD,2025,Azerbaijan Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.0,10,11
LEC,2025,Azerbaijan Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,9,12
BEA,2025,Azerbaijan Grand Prix,,,,,0.0,4,15,0.0,Haas F1 Team,0.0,12,9
COL,2025,Azerbaijan Grand Prix,,,,,0.0,4,16,0.0,Alpine,0.0,19,2
TSU,2025,Azerbaijan Grand Prix,,,,,0.0,4,10,0.0,Red Bull Racing,0.0,6,15
GAS,2025,Azerbaijan Grand Prix,,,,,0.0,4,19,0.0,Alpine,0.0,18,3
VER,2025,Azerbaijan Grand Prix,,,,,0.0,4,1,0.0,Red Bull Racing,0.0,1,20
SAI,2025,Azerbaijan Grand Prix,,,,,0.0,4,8,0.0,Williams,0.0,3,18
BOR,2025,Azerbaijan Grand Prix,,,,,0.0,4,14,0.0,Kick Sauber,0.0,11,10
STR,2025,Azerbaijan Grand Prix,,,,,0.0,4,13,0.0,Aston Martin,0.0,17,4
HUL,2025,Azerbaijan Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0,16,5
ALB,2025,Azerbaijan Grand Prix,,,,,0.0,4,20,0.0,Williams,0.0,13,8
NOR,2025,Azerbaijan Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,7,14
HAM,2025,Singapore Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.0,8,13
OCO,2025,Singapore Grand Prix,,,,,0.0,4,19,0.0,Haas F1 Team,0.0,18,3
ALO,2025,Singapore Grand Prix,,,,,0.0,4,10,0.0,Aston Martin,0.0,7,14
ANT,2025,Singapore Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,5,16
LAW,2025,Singapore Grand Prix,,,,,0.0,4,14,0.0,Racing Bulls,0.0,15,6
PIA,2025,Singapore Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,4,17
RUS,2025,Singapore Grand Prix,,,,,0.0,4,1,0.0,Mercedes,0.0,1,20
HAD,2025,Singapore Grand Prix,,,,,0.0,4,8,0.0,Racing Bulls,0.0,11,10
LEC,2025,Singapore Grand Prix,,,,,0.0,4,7,0.0,Ferrari,0.0,6,15
BEA,2025,Singapore Grand Prix,,,,,0.0,4,9,0.0,Haas F1 Team,0.0,9,12
COL,2025,Singapore Grand Prix,,,,,0.0,4,18,0.0,Alpine,0.0,16,5
TSU,2025,Singapore Grand Prix,,,,,0.0,4,15,0.0,Red Bull Racing,0.0,12,9
GAS,2025,Singapore Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.0,19,2
VER,2025,Singapore Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.0,2,19
SAI,2025,Singapore Grand Prix,,,,,0.0,4,13,0.0,Williams,0.0,10,11
BOR,2025,Singapore Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,17,4
STR,2025,Singapore Grand Prix,,,,,0.0,4,17,0.0,Aston Martin,0.0,13,8
HUL,2025,Singapore Grand Prix,,,,,0.0,4,11,0.0,Kick Sauber,0.0,20,1
ALB,2025,Singapore Grand Prix,,,,,0.0,4,12,0.0,Williams,0.0,14,7
NOR,2025,Singapore Grand Prix,,,,,0.0,4,5,0.0,McLaren,0.0,3,18
HAM,2025,United States Grand Prix,,,,,0.0,2,5,0.0,Ferrari,0.0,4,17
OCO,2025,United States Grand Prix,,,,,0.0,2,19,0.0,Haas F1 Team,0.0,15,6
ALO,2025,United States Grand Prix,,,,,0.0,2,10,0.0,Aston Martin,0.0,10,11
ANT,2025,United States Grand Prix,,,,,0.0,2,6,0.0,Mercedes,0.0,13,8
LAW,2025,United States Grand Prix,,,,,0.0,2,12,0.0,Racing Bulls,0.0,11,10
